repeat	fold	rung	n_actual	n_virginica	n_versicolor	dev_n	jaccard_dev_vs_declared	rows_sha256	row_ids
5	3	45	45	23	22	20	0.0811	9b5503fa765299ba848b9bc74a882227b84468647c38f84e59a7ef362947f095	2;7;8;9;10;11;13;14;15;16;18;20;22;24;25;28;29;31;33;34;35;49;50;52;53;54;55;56;58;60;63;64;65;70;71;72;73;77;78;79;85;90;91;98;99
5	3	30	30	15	15	20	0.0811	397d1290e1f0ca53aa2ad11a8a26b0e67016b1bee1aca5b5185a2b94c3a8deb2	2;8;10;11;14;16;20;22;24;25;28;29;33;34;35;53;54;55;56;63;65;72;73;77;78;79;85;91;98;99
5	3	20	20	10	10	20	0.0811	62d18cab190ad80d8b9088ecff1d97eb3bf92fd4a4e63a1ed60c1ac2472b0d8d	11;14;20;22;24;25;29;33;34;35;53;55;63;65;77;79;85;91;98;99
5	3	12	12	6	6	20	0.0811	1f77965b7c185333b76b055d548df51b6d6ca4b1d4af06badec055916db3450a	20;24;25;29;34;35;53;55;63;65;79;98
5	3	8	8	4	4	20	0.0811	dc1e788ba204558bb28bf9ce4c7ba9836470e8aabe96b5df5cb30cdb790cffa9	20;25;29;35;53;63;65;98
6	0	60	60	30	30	20	0.1111	4cfeb22429ca8d650b1e5e599958d301f673adcf681297fc87734fdd32eb915c	0;2;3;4;5;8;10;13;18;19;20;21;22;25;26;28;29;31;33;34;35;36;38;39;40;41;42;43;47;49;50;52;53;54;55;56;58;60;63;64;65;67;69;71;73;76;77;78;79;82;84;85;88;89;90;91;93;95;96;97
6	0	45	45	23	22	20	0.1111	2c7a832e6cf7fe7f7b715e9c2d09f1bc4b1e88cfe8bcb363e04503a056f69206	0;2;3;4;8;13;19;21;25;26;29;31;33;34;35;36;39;40;42;43;47;49;52;53;55;56;58;60;64;67;71;73;76;77;78;79;82;84;85;88;89;90;93;95;97
6	0	30	30	15	15	20	0.1111	4b1c2eceb72e4b3a9bcfcf2560b5585bb77d939fe70d316b5283416eb84ccec3	2;3;4;8;13;19;21;26;29;31;33;36;39;43;47;52;53;56;60;64;67;73;76;78;82;84;85;90;93;97
6	0	20	20	10	10	20	0.1111	da6de76db08df51488f2697188e40806bc8af8e71a89ec6b2eb11efb821f8226	3;8;19;21;31;33;36;39;43;47;52;53;56;60;64;73;76;85;90;97
6	0	12	12	6	6	20	0.1111	82e049208012e879da7e13a34ea9670f5e3b82de7703b443986e5dc33848047d	8;19;21;33;36;47;52;53;56;85;90;97
6	0	8	8	4	4	20	0.1111	41a37533d54e0978a532e8dd290ef3b9265a384341c91b1372fe7d982eba6ca8	8;19;33;36;53;85;90;97
6	1	60	59	29	30	20	0.1111	3f985e0790ae5fe7c1489d7e86e8076b7fba8cdba3aabc948e31729006f799d0	0;2;3;4;7;9;11;13;14;15;16;17;19;20;21;24;25;27;28;29;30;35;36;37;38;40;41;42;47;49;50;51;52;55;56;60;62;63;64;65;66;67;70;71;72;73;76;77;78;79;81;82;84;92;95;96;97;98;99
6	1	45	45	22	23	20	0.1111	3b5405fb76ae29e551cb8b2f216458adc55193342f3ac02d18f156c98a957c70	3;4;7;9;11;14;15;17;20;21;24;27;29;30;35;36;37;38;40;41;42;47;49;50;52;56;60;62;63;64;65;66;67;70;71;76;77;78;79;81;82;84;95;97;99
6	1	30	30	15	15	20	0.1111	fb1e59fbeaa3969de793d43dad2489e6a41d66edd8034f5ba48610475b81abce	7;11;14;17;21;24;27;29;36;37;38;40;41;47;49;50;52;62;63;64;66;71;76;77;79;81;84;95;97;99
6	1	20	20	10	10	20	0.1111	17fd746f02b8df172ed8fc05b4d867965cce5bd2402a5b79667317f1d5a4526d	7;14;21;24;29;36;37;38;47;49;50;62;63;64;66;77;79;84;97;99
6	1	12	12	6	6	20	0.1111	fc0545877b194a1e54eaa57ec600906a7c079efea50fd547d5de8efdd33235ec	21;24;29;37;38;49;50;62;63;64;79;99
6	1	8	8	4	4	20	0.1111	ce141f0000f2dd279db052f3f4da8a874b9573210c61454948de77f20104a7c3	24;29;37;49;50;62;63;64
6	2	60	60	29	31	20	0.1111	a799f60b72054e8ae48b0e4d76b0f12f98a5df42618cb69fb1ba46dc986d9c72	2;5;7;8;9;10;11;13;14;15;16;17;18;20;22;24;25;26;27;29;30;31;33;34;35;36;37;41;43;47;49;51;52;53;54;55;56;58;62;65;66;67;69;70;71;72;76;79;81;82;84;85;88;89;90;91;92;93;98;99
6	2	45	45	23	22	20	0.1111	857f0f7f4bb319cf7030e374a113cc37a6c2c06703d4f477bd1b173415b5f109	2;5;7;8;10;11;13;14;15;18;20;25;26;27;31;33;34;37;41;43;47;49;52;53;54;56;58;65;67;69;70;71;72;76;79;81;84;85;88;89;90;91;93;98;99
6	2	30	30	15	15	20	0.1111	3420afb2f0ff458abb89826c81282ca00ebe6c67701bf5a52a83ba639d21b25e	5;7;8;10;14;15;18;25;26;27;31;33;37;43;47;52;53;54;58;65;69;70;71;79;81;84;85;91;93;98
6	2	20	20	10	10	20	0.1111	a8a13d02a3cd3c4306801d427a764345cbcac2f470eb2ed05da3521ed96d3149	5;7;15;18;26;27;33;37;43;47;52;53;58;65;69;71;79;81;85;93
6	2	12	12	6	6	20	0.1111	2d707d4d593b4ac7a73d5b0d584520cc75ba533b2e966b1c041b06f86f2381ba	7;18;26;33;43;47;52;53;65;69;79;81
6	2	8	8	4	4	20	0.1111	17d16f391b61a376e7b039e99c663522b0f06cccdc96e6d20a5ea934215f803f	7;18;26;47;52;53;69;79
6	3	60	59	29	30	20	0.25	f72ec8526daff4e655da2559ca95cf2dfb2aaa1a33da51336050db3c8e763903	0;3;4;5;7;8;9;10;11;14;15;16;17;18;19;21;22;24;26;27;28;30;31;33;34;37;38;39;42;43;50;51;53;54;58;60;62;63;64;66;69;70;72;73;77;78;81;85;88;89;90;91;92;93;95;96;97;98;99
6	3	45	45	22	23	20	0.25	13648c49e0e19a5de7dc5fed8788b58e36f9c693e2305beae0153b8d9f2e930e	0;4;5;7;8;9;10;11;14;15;16;18;19;22;26;27;28;31;33;37;39;42;43;50;53;54;58;60;63;64;69;73;77;78;81;85;88;89;90;91;93;96;97;98;99
6	3	30	30	15	15	20	0.25	9ff06597482774edd6da1f7d21ef66ac421827f1230cdd2eb965c1e8267b9466	0;5;8;11;14;15;16;19;22;26;27;33;37;42;43;50;60;63;64;69;73;77;81;88;90;91;96;97;98;99
6	3	20	20	10	10	20	0.25	fbc4e5b0343cd18ba81121aed312f8e5689653a16782082721593c898cf36d9d	0;8;11;15;16;19;22;26;27;33;63;64;73;81;90;91;96;97;98;99
6	3	12	12	6	6	20	0.25	7ae90e2d2456df23177c20ff6253f1742b9cecb3000fccae434bec0dd115fc01	0;15;19;22;26;27;63;73;90;91;97;99
6	3	8	8	4	4	20	0.25	d2d6c02ef01a05e830c88e7f07499d25975901ae6724c2706dc1bdd79eaedcd5	15;19;26;27;63;73;91;97
7	0	60	59	29	30	20	0.2903	8ee9d8a46bf713ca52b2383534a25e65dd481e90e1a7dc0f06fa8c7c9aa0d240	0;2;3;7;8;10;11;13;15;16;17;18;19;20;21;22;24;25;26;29;30;31;34;35;37;38;40;41;43;47;53;55;56;58;60;62;63;65;66;67;69;70;71;72;77;78;79;81;82;84;85;88;89;90;91;93;97;98;99
7	0	45	45	22	23	20	0.2903	fcae2a75306b1ad3f13fae415492e26f6ff09293c0cde740ee2f7499ce9f74e3	0;2;3;7;8;10;11;13;16;18;20;21;22;24;25;29;30;31;35;38;41;43;47;55;56;58;60;62;63;65;67;69;70;71;72;77;78;81;84;89;90;91;93;98;99
7	0	30	30	15	15	20	0.2903	57ed32dc0a84c7fe3ab5e24e8a86ca55ce409666bee2258bc9dc24c3350b2573	0;2;3;8;11;13;16;18;21;25;29;35;38;41;47;55;56;62;63;69;70;77;78;81;84;89;90;93;98;99
7	0	20	20	10	10	20	0.2903	7bda20f7182f8406e4b78addda67f32f8fae483b68c603549fa7b2bbc296a0cc	0;3;11;13;16;18;25;35;41;47;56;62;63;70;77;81;84;89;90;99
7	0	12	12	6	6	20	0.2903	f8b116f0e901435663dfe10b7573f7e1f476bd340b0bcfa9dc6bd6a8a8966969	11;13;18;25;35;41;56;62;77;84;89;99
7	0	8	8	4	4	20	0.2903	214dbe1aa81062c077b88e217dfd05b2bd3bfc4c2283fce568611af1cab7fb0b	18;25;35;41;56;77;89;99
7	1	60	60	29	31	20	0.1111	d7f3a70756484250d7f1e8e8a40a29b2646b48cafd0d7912568dd278bf9d8466	4;7;8;9;10;11;13;14;16;17;18;19;20;22;24;25;26;27;28;29;30;33;34;36;39;40;41;42;43;47;49;50;51;52;53;54;55;56;58;62;63;64;72;73;76;77;78;79;81;85;88;89;91;92;93;95;96;97;98;99
7	1	45	45	23	22	20	0.1111	b43894a5c8315a8bc47efc411d6e6ce235b209f25cd1d189ac4d2a2cf7fe7dba	4;7;9;11;16;17;18;19;20;22;24;27;28;29;33;34;36;41;42;43;47;49;52;53;54;56;58;62;64;72;73;76;77;78;79;81;85;88;89;91;93;95;96;98;99
7	1	30	30	15	15	20	0.1111	642335073bd4708d9c1b0e72eed39ae9cfb4988f77d8ccee1fc0c2defe1c73e7	4;7;9;17;18;19;22;27;33;34;36;41;43;47;49;52;53;54;58;62;64;72;76;77;78;88;89;95;98;99
7	1	20	20	10	10	20	0.1111	395d0fad1af8b6a87e7a81aaffdf45acf65c8c2f258b020c114fb930f169411b	4;7;9;17;19;22;27;33;34;47;53;54;58;64;72;76;77;78;88;99
7	1	12	12	6	6	20	0.1111	db7a564e7de0a81ac8b68f89eb25a89b6184ef4bb275a957c0faaa549407afa7	4;7;19;27;34;47;54;64;76;78;88;99
7	1	8	8	4	4	20	0.1111	c54fb20bf71950f9c9c550a6d271dbd24f9c5d634dedf059b2fc579171d8d137	4;7;34;47;54;64;76;88
7	2	60	59	29	30	20	0.1111	229347be54a2b12102ec7593902787c27707bac64d6849b2ae4ff4d17ac1f560	0;2;3;4;5;7;8;9;13;14;15;16;21;22;24;26;28;29;31;33;35;36;37;38;39;40;42;43;47;49;50;51;52;54;58;60;64;65;66;67;69;70;71;73;76;79;81;82;84;85;88;89;90;92;93;95;96;97;99
7	2	45	45	22	23	20	0.1111	9fb781aa9a2e686eeef1139187c51368788e8ef0bee0265eae0a7655bc789e70	0;2;3;4;5;7;8;9;14;15;16;21;26;28;29;31;33;35;36;40;42;43;49;50;52;54;58;60;65;66;69;70;71;73;79;81;82;84;89;90;93;95;96;97;99
7	2	30	30	15	15	20	0.1111	718e7cc0dcfb091b14fba0daf6bae53ddf596a890400f621f81290ee12144de5	0;2;3;7;8;16;26;28;29;31;33;40;42;43;49;54;58;60;65;69;71;79;82;84;89;90;93;96;97;99
7	2	20	20	10	10	20	0.1111	d0febfe339a25a38c1252761d07098b14ab94f189a55b8bf32effe427bb770ae	0;2;3;8;26;28;29;31;33;42;54;58;60;71;79;89;90;93;96;97
7	2	12	12	6	6	20	0.1111	b7b34bda93e59b5da248b76c51c9d3b3c996cbe75b53eab96b2c0ea8bf6f595b	0;3;8;26;29;42;54;58;60;71;89;90
7	2	8	8	4	4	20	0.1111	2a871e2ae8c0601629b9e16958aabe5e168722f0f9c06fd721da68ef54609342	0;8;29;42;58;60;71;89
7	3	60	60	30	30	20	0.0811	4d1062df792e383fc3abc65061963b8e6b8d3020feac2cda20f61e0a7da64f78	0;2;3;4;5;9;10;11;14;15;17;18;19;20;21;25;27;28;30;31;33;34;35;36;37;38;39;41;42;49;50;51;52;53;54;55;56;60;62;63;64;65;66;67;69;70;71;72;73;76;77;78;82;84;90;91;92;95;96;98
7	3	45	45	23	22	20	0.0811	e43582c44bd01ac464111509ddb413eea778d212c963ea9ed59be2a1256dc88d	0;2;3;4;9;10;11;15;17;19;25;28;31;33;34;35;37;38;39;41;42;49;52;53;54;55;56;60;62;63;64;66;67;69;70;71;72;73;76;77;82;84;90;95;96
7	3	30	30	15	15	20	0.0811	91dbd8e51477e09d278bfbc4fbd9e49bf89db7da289eaa7ab7e3b4bca84fda61	0;2;9;10;11;15;17;19;28;35;38;39;41;42;49;52;53;55;60;62;63;64;70;72;73;76;82;84;90;95
7	3	20	20	10	10	20	0.0811	1d51d64ae10dea5c0a6ab8da2c9d52ff2379a8e57fcdc9125fb47c1e8f810aa4	0;2;9;11;17;19;38;41;42;49;55;60;63;70;72;73;82;84;90;95
7	3	12	12	6	6	20	0.0811	5cecc63ff1032713f85a270f1aff6b49029b17b41af811c33b8ac71f5caa653f	0;2;17;19;38;41;63;70;72;73;90;95
7	3	8	8	4	4	20	0.0811	bf587c3b86e00c8b4c30346f727919d50de948f95791d0b188deaaae199f21a9	2;17;19;38;63;70;73;90
8	0	60	60	29	31	20	0.1111	e230e6335058f1a187fba514c3b61edb4a2c2fd6656ab28792cad283ebf3873e	0;2;3;4;5;8;9;10;11;13;14;15;16;17;18;20;21;22;26;27;28;29;30;31;33;37;39;40;41;43;47;50;53;54;55;56;58;62;64;65;66;67;69;70;72;73;76;78;79;81;82;84;88;89;91;93;95;97;98;99
8	0	45	45	23	22	20	0.1111	3d9a0cedbee71fe6d1d4194d411d82ec41f5f42e99ad2e5580e12a4a024cc88e	2;3;4;8;9;11;13;14;15;17;20;21;26;28;29;30;31;33;37;39;40;41;54;55;58;62;64;65;66;67;69;72;73;76;78;79;81;82;84;88;89;91;97;98;99
8	0	30	30	15	15	20	0.1111	b2f92e1b3c171ac036988ba8961ad7ec75a10e4b4bc5cd5e0036493302608dea	2;3;8;13;14;20;21;26;28;30;31;33;37;40;41;55;62;64;65;66;67;73;78;82;84;88;89;91;98;99
8	0	20	20	10	10	20	0.1111	5888e3577d4c997ac60fe4e1b1f0124aa7743c65b12db3290cca3edcb2e1cc46	2;3;13;14;26;28;30;31;33;41;55;62;64;65;66;67;73;82;88;98
8	0	12	12	6	6	20	0.1111	1603396c7fe3220b3eee86b869ef8f4d585c71f3f541f6d80972a42f0c14095d	2;3;13;28;31;33;62;64;65;66;73;88
8	0	8	8	4	4	20	0.1111	c4d8425c1821dbb99ef1525e2171c440612445ccfa8683fbc49cc9a9800c5a2a	3;13;28;33;62;64;66;73
8	1	60	59	29	30	20	0.0526	56684f5376cc927382cf1e768cc9868602bce0cf2ca3d0efc5159fe26ae342c9	0;2;5;7;8;9;11;14;15;17;18;19;20;22;24;25;26;29;31;33;34;35;36;38;40;41;42;43;47;49;50;51;52;53;54;55;56;58;60;63;64;65;67;70;71;73;76;77;84;85;88;89;90;91;92;93;96;97;98
8	1	45	45	22	23	20	0.0526	8d22fd2ee5782c3e32e6a026944aeab1d1fc875edde6d60b7ca0810fe4fa64a7	0;5;7;9;11;14;15;17;18;19;20;22;24;25;26;29;31;35;38;40;42;43;47;50;52;54;55;56;60;63;64;65;67;70;71;73;76;77;84;85;88;89;91;93;96
8	1	30	30	15	15	20	0.0526	537630847dc0c20aefefd96714e6417f8207031487a72806c7d73e413047abb1	0;5;7;9;11;17;18;20;22;25;29;35;42;43;47;50;52;54;56;60;64;65;67;70;71;73;76;84;85;96
8	1	20	20	10	10	20	0.0526	59b0f524336cbc5d86c9c3b2286cd29b8bea402b264d98433f1ea7b79be3448f	0;5;7;9;17;20;22;29;35;43;50;52;54;56;60;64;67;73;76;84
8	1	12	12	6	6	20	0.0526	52278cc6e087cc6b6cf2846920cb317d188b7a7ae1dd4f1035c724e822c1e2a3	0;7;9;20;22;43;52;54;56;67;73;76
8	1	8	8	4	4	20	0.0526	1e14a4be8df883cdc9e08081e40f36b217970114775d310aba9db18c85ee81c5	0;9;22;43;52;54;56;67
8	2	60	60	30	30	20	0.1765	893fbad783e40c32b69277c1598e76f020efe81d4c527839a6ed92a1d22aa2aa	0;3;4;7;8;9;10;11;13;14;16;17;18;19;20;24;25;26;27;28;30;34;35;36;37;38;39;40;42;49;51;52;53;55;56;58;60;62;63;64;65;66;67;69;70;71;72;77;78;79;81;82;85;88;89;90;92;95;96;99
8	2	45	45	23	22	20	0.1765	bf391e2ac737bf53515b5d8dcda106efd7783b63a243ef0043be329e4dea630a	0;3;4;7;8;9;11;16;17;18;19;20;24;25;26;28;34;35;38;39;40;49;52;53;56;58;60;62;63;65;66;69;71;72;77;78;79;81;82;85;88;90;95;96;99
8	2	30	30	15	15	20	0.1765	5e8826bdf8a47526b6b1069d32f67f4009484ebbcca1fe75af40628b4c36fea9	3;4;9;11;17;19;20;24;26;28;34;35;39;40;49;56;58;60;62;63;69;71;77;79;81;82;85;88;96;99
8	2	20	20	10	10	20	0.1765	d0260a35368f53d7275b3f944fe71f07849d12016d030d6dbbb8f2f719b0743a	3;4;9;11;17;19;20;26;28;40;56;58;62;63;69;82;85;88;96;99
8	2	12	12	6	6	20	0.1765	ef3e30de5ba967b5ea85e6c5d051898d5e6c7dcb07c6a8369165d7944507a108	4;11;19;20;26;40;56;58;63;69;85;88
8	2	8	8	4	4	20	0.1765	e743fcae6615b02fd4992ff289da77feb9509d529d350677e79a1e322e9e3f28	4;19;20;26;56;69;85;88
8	3	60	59	29	30	20	0.25	4f680fa25fe86b9c4068820cbfeb562599776542e8b2aa01e7ebb732f68f6a2c	2;3;4;5;7;13;15;16;19;21;22;24;25;27;28;29;30;31;33;34;35;36;37;38;39;41;42;43;47;49;50;51;52;54;60;62;63;66;69;71;72;73;76;77;78;79;81;82;84;85;90;91;92;93;95;96;97;98;99
8	3	45	45	22	23	20	0.25	209cb4d3a4e56adcfb4245d0013abe0df1f9b4bb18594b101a697da33f7a7e58	3;4;5;7;16;19;21;22;24;25;27;28;30;33;34;35;36;37;38;39;41;47;49;52;54;60;62;63;69;71;72;73;77;78;79;81;82;84;85;90;91;93;95;96;97
8	3	30	30	15	15	20	0.25	15a1e1b8207fbe90a1a4276a8c75fcc02ef257e5ca1eb4b3a1b5c980e7cab8d0	3;4;7;16;19;21;22;25;28;30;33;34;35;36;49;52;54;60;63;69;77;78;81;84;85;90;93;95;96;97
8	3	20	20	10	10	20	0.25	240f74eea8330ce6b88684d56fd2a67078baa11fd4c30218bfc5d379027564f6	4;7;16;19;21;22;28;30;34;49;52;54;60;63;69;77;78;81;95;97
8	3	12	12	6	6	20	0.25	b46ac151ab9947b310ad6ee3211a055831ef452a1f22ac463852d19f11b328fa	4;19;22;28;30;34;52;54;60;63;78;81
8	3	8	8	4	4	20	0.25	f0a09f11143f6eb72364161e94c12de8e65a99905559ab99fa52e4df86a3e41b	19;28;30;34;52;54;60;78
9	0	60	59	29	30	20	0.1429	80f3e8b494ea4dd1ddf80e56bf13e9e7f414315f25ae6384c601d45f14166fa3	0;3;4;5;7;9;10;11;13;14;15;16;17;18;19;21;22;26;29;30;33;34;35;37;38;39;40;41;47;49;50;52;53;55;56;58;60;62;63;64;65;66;67;69;70;71;73;77;78;79;81;84;85;88;90;91;93;95;99
9	0	45	45	22	23	20	0.1429	9c44b75f6a54cd970c6d0cfae258771f9105c5d0ae0f830a8e54e39ef0ea19cb	3;4;7;9;10;13;14;15;16;18;19;21;22;26;29;33;34;35;38;39;41;47;49;50;52;55;56;58;60;62;63;64;65;66;69;70;77;78;79;81;85;88;90;91;95
9	0	30	30	15	15	20	0.1429	b4c16d9fb93d195cd54c75ad8e5dbf18f07d76290ad314210c331221e027cf93	3;4;7;9;13;14;16;19;21;26;35;38;39;41;47;50;52;55;60;63;65;69;70;77;78;81;85;90;91;95
9	0	20	20	10	10	20	0.1429	eebfd5371201d5359b024652fb78b17399b9c776852d985944cb3e07c8a5d92d	3;4;9;14;16;19;21;35;39;47;55;60;63;65;69;70;78;90;91;95
9	0	12	12	6	6	20	0.1429	6002efb88806767b62c5a7e1395567963a8f269d79ef7f85aa0407e5250778cd	3;14;19;21;35;39;55;63;65;69;90;91
9	0	8	8	4	4	20	0.1429	e73dc90af9cc74929dcdcffa3d18a34771e4cc3bc074ba9e6ffed28c524e886d	3;14;35;39;65;69;90;91
9	1	60	60	29	31	20	0.1111	3add96229f296c33fb68a6cfc819d6142882bbb1e7eae3246b43256ae8cf177c	0;2;3;5;8;9;10;11;13;14;15;16;17;24;25;26;27;28;29;30;31;33;34;36;37;39;40;41;42;43;49;50;51;52;53;54;55;56;58;65;66;69;70;72;73;76;78;82;84;85;89;90;91;92;93;95;96;97;98;99
9	1	45	45	23	22	20	0.1111	3be2a5a442191ebaa798ed07b8e6a9fe66b1ff73fff96df99c2fba6a37b3d8f8	0;2;3;8;9;11;13;14;16;26;27;29;30;31;33;34;37;39;41;42;43;49;50;52;53;54;58;65;66;69;70;72;73;76;78;82;85;89;91;93;95;96;97;98;99
9	1	30	30	15	15	20	0.1111	4a088cc085b9c071fc433550994878c64d10a1bc148d778a16bc91cb7e88dd18	0;2;3;8;9;11;14;16;29;30;31;39;42;43;49;50;52;53;58;65;66;69;73;76;78;82;85;95;96;98
9	1	20	20	10	10	20	0.1111	6f623baa1ecbc23cfdc90a57322f5fd8c819044bf5eb1149cf921896428af39f	0;3;8;14;16;29;30;31;39;42;52;53;58;66;73;76;78;85;95;98
9	1	12	12	6	6	20	0.1111	dd807bac200a7fa18169e9d35eb83051cbc2f494c30044f1c94a0b7332e87498	0;8;14;16;29;31;52;58;66;73;85;98
9	1	8	8	4	4	20	0.1111	4a5a9803bc856eef03ccc4eb4e02b6ea6da7dc96dcd6d3fb459ec1ad83217598	14;16;29;31;52;58;66;85
9	2	60	59	29	30	20	0.1765	63d6e0c392773edab2b74ff6973e7989f5745a0c1c2a5d07e9779826b843792d	0;2;4;5;7;8;9;13;16;18;19;20;21;22;24;25;26;27;28;31;35;36;37;38;39;41;42;43;47;49;50;51;53;54;56;60;62;63;64;67;70;71;72;73;76;77;78;79;81;82;85;88;89;91;92;93;96;97;98
9	2	45	45	22	23	20	0.1765	9e99db7d3acf96fe1b1b11bdf4526e2b459c31c375b821886a3cf5dd18897c95	0;2;4;5;7;9;16;19;20;21;22;24;25;26;28;31;35;36;38;41;43;47;49;50;54;56;60;62;63;64;67;70;71;72;73;76;77;78;79;82;85;88;96;97;98
9	2	30	30	15	15	20	0.1765	0f2228b1229932fa1d4781b4dea051aa1a3aa1697abbe989885349df22b4fb4e	0;2;4;7;9;16;21;24;25;26;28;35;36;41;47;50;56;62;64;67;70;71;72;73;76;77;79;82;88;97
9	2	20	20	10	10	20	0.1765	f593b6544342c7851c35ba6b566bce00a07e3d9c9505a502fbdbad5bdcd75f57	0;2;4;9;16;21;24;25;26;47;50;56;62;70;72;73;77;82;88;97
9	2	12	12	6	6	20	0.1765	82041e692a1f28809259f2924b048898342803e8a30232dec277817b9acae320	0;2;9;16;21;24;62;70;73;77;88;97
9	2	8	8	4	4	20	0.1765	6a859e8d954302da8b67fb0dd8d986d17d5c8b6d7bcb891a8291179122a749b0	0;2;9;21;73;77;88;97
9	3	60	60	30	30	20	0.1429	d25636dc9e86c08db59ae7aebd0fc21468aa8478c1b94c01baf0f49b316232b2	2;3;4;7;8;10;11;14;17;18;19;20;21;22;24;25;27;28;29;30;31;33;34;35;36;38;40;42;43;47;51;52;54;55;58;60;62;63;64;65;66;67;69;71;72;76;77;79;81;82;84;88;89;90;92;95;96;97;98;99
9	3	45	45	23	22	20	0.1429	f72c6b1cd007bf12335133a889876b588112bd95aab671a49bdbbd2656acccb3	4;7;10;14;18;19;20;21;22;24;25;27;29;30;31;33;34;35;40;42;43;47;52;55;58;62;63;64;65;66;67;69;72;76;77;79;81;82;84;89;90;95;97;98;99
9	3	30	30	15	15	20	0.1429	bfbb787e67e4539276c5998052a1883a17885749a8992e8d8337a8605d0fb79a	4;7;10;14;19;21;24;27;29;33;34;35;40;42;43;52;55;63;64;65;72;76;77;79;81;89;90;95;98;99
9	3	20	20	10	10	20	0.1429	174c13d465cecac31b645dd3feffa816814a29093eec7170c449a902124ed800	7;14;19;21;27;33;34;40;42;43;52;55;63;65;76;77;79;89;90;95
9	3	12	12	6	6	20	0.1429	0266756828fec52f551c05946540d367108746fc43ef5b1185de4029be508847	7;21;27;33;40;43;52;55;65;76;77;89
9	3	8	8	4	4	20	0.1429	8da1e2a1e99906583636d3c58cd93c7cff9be6a0eb704d858d159d65b6ab7e92	21;27;40;43;52;55;77;89
10	0	60	60	29	31	20	0.1765	5ea07dbdd560eaf7b8f096712c683fce624f06d028bd8b3ead266986c6ada6d0	0;2;4;5;9;10;11;13;14;18;19;20;21;22;24;25;26;27;28;29;30;33;34;37;38;39;40;41;42;43;49;50;54;56;58;60;62;64;65;66;67;69;70;71;72;73;78;79;81;82;84;85;88;89;91;93;96;97;98;99
10	0	45	45	23	22	20	0.1765	ee76d17698c38851ea168a62c0629861c4f4c39e1c4fd37a62b1ee7cc3c2b508	0;2;4;5;9;10;13;14;19;20;25;27;28;29;30;37;38;39;41;42;43;49;50;54;56;58;62;65;67;69;71;72;73;78;79;81;82;84;85;88;89;91;96;97;99
10	0	30	30	15	15	20	0.1765	b68f310ec34d686550b41087c326977f8098a7055e3f6cc5f20b1ccbed29f9f9	0;2;5;9;10;13;20;25;29;30;38;39;41;42;49;50;54;58;62;67;69;72;78;79;81;82;85;89;96;97
10	0	20	20	10	10	20	0.1765	cf1bb85ee1ccbd337b510bfb2aeb0e2826699270da80270d12cf9297cac31596	0;2;5;9;10;30;38;39;41;49;50;54;67;72;81;82;85;89;96;97
10	0	12	12	6	6	20	0.1765	8313eaedb071ff6405b3c040a6d7f4d52c672f527732260043a5c3e8d4457311	2;5;9;30;38;41;50;54;81;82;89;96
10	0	8	8	4	4	20	0.1765	dcad9c500a73591077a842b2b58e84749338e36b3624ef429c20f097c326a72e	2;5;38;41;50;54;81;82
10	1	60	59	29	30	20	0.0811	8d95a435f324abcd45905df8ab8b98484d7d0afffc3688be460c0b2ae1b12f0b	0;3;4;7;8;9;13;15;16;17;18;20;21;22;24;27;28;29;30;31;33;34;35;36;37;39;41;42;47;49;51;52;53;54;55;58;62;63;64;66;69;70;72;73;76;77;79;84;85;88;89;90;91;92;93;95;97;98;99
10	1	45	45	22	23	20	0.0811	ce5fcbea9ff2427115b4bce97738aadb3f0c2a0b05280b2c774c0cd01b275742	0;3;7;9;13;16;17;18;20;21;22;24;28;29;30;34;35;36;37;41;42;47;49;53;54;58;62;63;64;66;69;70;72;73;76;79;84;85;88;89;93;95;97;98;99
10	1	30	30	15	15	20	0.0811	5adf4f6de6073f18329533f9d2d761e3e2d806c9836b18e8624aabf4108f5840	0;3;7;13;16;17;18;21;22;24;30;37;41;42;49;53;54;58;62;63;64;69;72;73;76;89;93;97;98;99
10	1	20	20	10	10	20	0.0811	9d8765e05f2357dbe98aab97910a4e7b8417fd381b3767c43f3baecab9ff3613	0;3;7;18;21;22;24;30;37;41;53;58;62;63;64;69;76;89;93;99
10	1	12	12	6	6	20	0.0811	a73cdaf9c6bccc8fc6e5a660419fc02bc192042fe9525eeeae3a429d3ad5ec43	3;18;21;30;37;41;58;63;64;69;76;99
10	1	8	8	4	4	20	0.0811	54d7bbe20013523da1072f4b7cd5e4a722733d0adbd4cde6c26a8f59d241ddc6	3;18;30;41;58;64;69;99
10	2	60	60	29	31	20	0.1111	f0b1b0fc05c455224a4b47032b2598b1b3da36f4ffa3bb5dac26892e3c82b6ee	2;3;4;5;7;8;9;10;11;14;15;16;17;18;19;20;21;25;26;27;30;31;33;34;35;36;38;39;40;43;47;50;51;52;53;54;55;56;60;63;65;67;69;70;71;72;73;76;77;78;81;82;84;85;90;91;92;93;95;96
10	2	45	45	23	22	20	0.1111	a59a3ba7c1b5fdbd328d5bdf85d5b1ade083bd1e0dbbe14b10a7bed7158b128b	2;3;4;7;8;9;10;15;16;17;19;20;25;27;31;33;34;35;39;40;43;47;50;52;53;54;55;56;60;65;67;69;70;72;73;76;77;78;82;84;85;90;93;95;96
