repeat	fold	rung	n_actual	n_virginica	n_versicolor	dev_n	jaccard_dev_vs_declared	rows_sha256	row_ids
5	3	45	45	23	22	19	0.1143	4ae421588b641c4b7462e157b1878f97d5b950a02ff03e78f20bd04ca9e96b56	1;2;6;7;8;10;14;17;20;21;24;26;27;28;37;38;40;41;44;45;47;49;53;54;57;61;65;67;69;73;74;75;76;78;79;80;81;84;87;88;89;93;96;97;99
5	3	30	30	15	15	19	0.1143	e1cd464ff8485358c2da67cd2cc208252b0e80e96d2c44736558207feeb1b684	2;7;10;14;17;24;26;27;28;40;41;44;45;47;49;53;57;61;65;69;73;74;75;81;87;88;89;93;96;99
5	3	20	20	10	10	19	0.1143	fb27842ded3419d6b6fed666a9c1b3629b9cadabbedc8922eb0daf34441b82d1	2;7;10;24;26;27;28;40;44;45;57;61;65;69;73;74;75;81;87;99
5	3	12	12	6	6	19	0.1143	d33aee67a1d147c308dbdb0745009743af253a94e47ca3e1f7e11fe0eaa1fc40	2;7;10;26;27;28;61;65;69;74;75;99
5	3	8	8	4	4	19	0.1143	8497482087af7d9c23e5038c593e99063437aa97ede57f81386e66ed536a844e	7;10;27;28;61;65;69;75
6	0	60	59	28	31	20	0.2121	7e6cfe76656f1b6ec6f21b8e4a0c88625d7983635aea7e966100e83d4db87755	0;1;2;4;5;6;7;9;10;13;15;16;17;19;20;21;22;23;24;25;27;29;31;32;34;35;41;42;46;48;49;52;53;54;55;56;57;58;59;61;62;65;66;68;73;74;75;78;79;81;85;88;89;90;93;95;97;98;99
6	0	45	45	23	22	20	0.2121	b0d919dd377333dcb4c2855a4f63d460a793c6a6ad999d9e8950b6e73db1f1b6	0;1;4;7;9;13;17;19;21;22;24;25;27;29;31;34;35;41;42;46;48;49;52;53;55;56;57;59;61;62;65;66;68;73;74;75;85;88;89;90;93;95;97;98;99
6	0	30	30	15	15	20	0.2121	118987762317e1d3c5e30da90d3d17d7a6540a98b69797fd4294c76c65aba057	0;1;4;9;13;17;19;22;24;29;31;35;41;42;46;53;55;57;59;61;62;65;73;74;75;88;90;97;98;99
6	0	20	20	10	10	20	0.2121	8ed9d6165f0d1b05530d6cc734e6d8f0974d7bdab334a56b98e5a8bb31b66ce0	4;9;19;22;24;29;31;35;41;46;55;57;59;62;65;75;88;90;98;99
6	0	12	12	6	6	20	0.2121	1fe2a2eea70914a82ed16365ec41fda8cc4a08c618e0ac4ec2c90583cfb3a37f	4;9;19;22;29;31;57;75;88;90;98;99
6	0	8	8	4	4	20	0.2121	188f0d899288baa5142d3ecc2e25c2ce9eb0af4b6e3d508d0f64df810664fe05	4;9;22;31;57;75;88;90
6	1	60	57	27	30	20	0.1765	e26f0def74e76e92bf913aabc1f6f51f5338cd623a0157e6c78be0457637a01b	1;3;4;6;7;8;10;13;15;17;19;20;21;23;24;26;27;28;32;34;35;37;38;40;41;44;45;46;47;49;52;53;54;57;59;61;62;64;67;68;69;70;74;75;76;78;79;80;84;87;89;90;93;95;96;97;98
6	1	45	45	22	23	20	0.1765	512b34c30669b3910e839d78323e12d9b20aebe465fdd93541c3d1db0954f9fe	1;3;4;8;10;13;17;19;20;21;23;24;26;27;28;34;35;37;38;44;45;46;47;53;57;59;61;62;64;68;69;70;74;75;76;79;80;84;87;89;93;95;96;97;98
6	1	30	30	15	15	20	0.1765	1dd2bfa96b6f195f2ed92bfbcdd5e99a4c97dd2b7d9b12d5d00c146ae9937cf4	4;10;17;19;20;21;23;24;28;34;37;38;44;45;47;57;59;61;68;69;70;74;76;79;87;89;93;96;97;98
6	1	20	20	10	10	20	0.1765	bc5c32532af83e8a4ab1ee49a03e3edf7e2d99937eb21fbaa16029f430de5dd2	17;20;21;23;34;37;38;44;45;47;61;68;69;70;74;76;79;87;93;98
6	1	12	12	6	6	20	0.1765	86c312edeefebd90cd83a3a5524c97087829f7704454aac2c82db11c80a1438d	17;21;23;34;37;38;61;68;69;76;79;93
6	1	8	8	4	4	20	0.1765	41bb98854a36175514696c545899d8a6f3543340086382769d11e296b1d9cb26	17;21;23;34;61;68;76;79
6	2	60	60	28	32	19	0.0541	77e198219222b8cb81d97f4c0031e73b2f3b42767d60153ff7fb48efbe19f026	0;1;2;3;5;6;8;9;10;13;14;16;17;19;20;21;22;25;26;28;29;31;37;38;40;41;42;44;45;47;48;49;52;53;55;56;57;58;59;64;65;66;67;69;70;73;76;78;80;81;84;85;87;88;89;90;96;97;98;99
6	2	45	45	23	22	19	0.0541	8748b7c51b7b7f7abfb8610738a56fd1343bc126935d5f0720cc976620395082	0;1;2;3;5;6;8;10;13;16;17;19;22;25;26;37;38;44;45;47;48;49;52;55;56;57;59;64;65;66;67;69;70;73;76;78;80;84;87;88;89;90;97;98;99
6	2	30	30	15	15	19	0.0541	79b80c496c2f14960558c481e256bbd8a10a3fa932b8aaf88f7c9f6265751714	0;1;3;5;10;13;16;17;19;22;37;44;47;48;49;52;57;59;64;65;66;67;69;73;76;80;87;97;98;99
6	2	20	20	10	10	19	0.0541	cb32e3633f0ed199629b749fc3d76eadd1df1733eee84f90f2fbafc7e8d8bf01	0;1;3;5;13;16;17;19;22;49;52;57;59;64;67;69;73;76;87;99
6	2	12	12	6	6	19	0.0541	93f4e0c4c56ebb30f7a0b27039af9ea80e243281c3bd400686551b05b2cfca0c	1;3;5;13;16;19;64;67;69;73;87;99
6	2	8	8	4	4	19	0.0541	92b2743b3bc7452bd01e3bbb1c06727696be36451229a4f1914d85056ed76b3a	5;13;16;19;64;67;69;99
6	3	60	58	28	30	20	0.1429	0befa5c69277275ead71a260f122e2788ed0d69f4ac7a3bc4d4142f6dbf43fd7	0;2;3;4;5;7;8;9;15;16;22;23;24;25;26;27;28;29;31;32;34;35;37;38;40;44;45;46;47;48;54;55;56;58;61;62;64;65;66;67;68;69;70;73;74;75;76;79;80;81;84;85;87;88;93;95;96;99
6	3	45	45	22	23	20	0.1429	dcd8b9178468f7256db3b6577cc6e0a9b12f126dec2649c2d499127698f8d090	2;3;4;5;7;9;15;16;22;23;26;27;28;29;31;32;35;38;44;45;46;47;48;54;55;56;61;62;64;65;67;69;73;74;75;76;79;80;81;84;85;87;93;95;99
6	3	30	30	15	15	20	0.1429	9f3622ba4c53461c6a57e489415fe3fb306cf45097f522959e94309dcc318b1c	2;3;5;7;9;15;16;22;26;27;28;38;44;45;47;55;56;61;62;64;67;69;74;75;80;85;87;93;95;99
6	3	20	20	10	10	20	0.1429	96220bbd4b9f4aec9e8b61771305935ffcf7ac1e98535a3f719b02a28af37ae2	2;3;5;7;9;15;16;38;45;47;55;56;61;62;64;74;75;80;93;99
6	3	12	12	6	6	20	0.1429	6ec1b4e28e82b51314c373b1845747a60eb0bf89ed692641fa03d3528993e340	3;5;7;9;16;45;56;62;64;74;80;93
6	3	8	8	4	4	20	0.1429	fa273e94d80a6e7a857e4201158e0ab7e50ee110e19706f6349fdacd2dbf825d	3;7;9;45;62;64;74;93
7	0	60	58	28	30	20	0.1111	0ce431a942472e94fa277c266ae203a87cbd7bf2834218e50c6d04c91b1d578d	0;2;3;5;6;8;9;10;13;14;15;16;20;21;22;24;25;26;27;31;34;37;40;41;42;44;45;46;47;48;52;53;55;56;57;59;61;62;65;66;67;68;69;70;73;74;78;79;80;81;84;85;87;89;90;93;95;97
7	0	45	45	22	23	20	0.1111	e7eafb7f49d5435fa27014e47138640ba53c2d587801aa4d309828fd0c269584	2;3;5;6;8;9;10;15;16;20;21;22;25;26;27;31;40;41;42;44;45;46;48;52;53;55;56;59;61;62;65;67;69;70;74;78;80;84;85;87;89;90;93;95;97
7	0	30	30	15	15	20	0.1111	1ccb68027bf84105eb9fa69368d7e53477ec21749842a603d38ef36b9c38ed17	2;3;5;8;9;10;15;16;21;26;27;42;44;45;48;55;56;59;65;67;69;70;78;80;84;85;89;93;95;97
7	0	20	20	10	10	20	0.1111	2d8f1a53eb86e3f90ab6d977c312cc78a26f9f40991916a5bfe137aa847498d1	2;3;8;9;10;16;21;26;27;44;55;56;59;65;67;70;85;89;95;97
7	0	12	12	6	6	20	0.1111	e0e9b61811662cea11835e126af81737e849483f4b32f1a7a5dde5e7b9715467	2;3;8;10;21;44;56;59;65;67;89;95
7	0	8	8	4	4	20	0.1111	844317c9b97af64d1f1a976911bae6644ba5098068b3e7dd1b75de2269265671	2;3;10;21;56;65;67;89
7	1	60	59	27	32	20	0.1111	3ec825edb289c94ffa5825f4f13fb595b1d16d09142b1d208dc3549466155f62	0;1;4;6;7;9;10;13;14;15;17;19;20;22;23;25;26;27;28;29;31;32;34;35;37;38;40;41;42;44;48;49;53;54;58;59;61;62;64;66;67;68;69;73;74;75;76;78;80;81;85;87;88;89;93;96;97;98;99
7	1	45	45	23	22	20	0.1111	b39ea1d911246404910f8b1e506b51b16135499a172db6d7952d793a5912b6da	0;1;4;7;10;13;15;17;19;20;22;23;28;29;32;38;40;41;42;44;48;49;53;54;58;61;62;64;66;67;68;69;73;74;75;76;78;81;87;88;93;96;97;98;99
7	1	30	30	15	15	20	0.1111	428390856f057d195ee1cdc8ff41af7af5d8f2c2fc7492b09244da83e4eb58d1	0;1;7;10;13;15;19;22;23;28;29;41;44;48;49;53;54;58;62;66;67;68;69;73;75;76;81;93;96;98
7	1	20	20	10	10	20	0.1111	4cc599c92feab768d2e01fdb7176f2bc16b8e6cf09bb67ceb16c865608330c4c	0;1;10;15;23;28;29;41;44;48;53;62;67;68;69;75;76;81;96;98
7	1	12	12	6	6	20	0.1111	ed0af5b9c999fb0542f4976d6ba68835969863b6a1f936894d034dfe287d66bd	0;1;23;28;41;44;53;62;69;75;76;81
7	1	8	8	4	4	20	0.1111	de7e9db3c31b6396d35712cef2d14a5acefd2bd12281974ab3939c9b4fd8d7ad	0;1;28;41;53;69;75;81
7	2	60	58	28	30	20	0.1765	cd62d4326edf51c5ba3dea1df76ee87a75bdf3d064f34d4f63f43f70628cd321	0;1;2;3;4;5;6;7;8;14;16;17;19;21;22;23;24;28;29;31;32;38;40;41;42;44;45;46;47;49;52;53;54;55;56;57;58;59;61;62;64;65;66;68;70;74;75;76;79;80;84;88;90;95;96;97;98;99
7	2	45	45	22	23	20	0.1765	23a6538e1884412b9e5e275b63452266a52d3c002fe75c8f7b49a802f67d43b4	0;1;3;4;5;6;8;14;17;19;21;22;23;24;28;29;31;32;40;41;44;45;49;53;54;55;56;59;61;62;64;65;68;70;75;76;79;80;84;88;90;95;96;98;99
7	2	30	30	15	15	20	0.1765	5438979918880bbab8d691e9c36320a8c548f2bd8f9ffbf71ad0a6b743330374	0;4;5;6;8;14;21;22;23;24;28;32;40;41;49;53;55;56;59;61;62;64;68;76;79;84;88;90;98;99
7	2	20	20	10	10	20	0.1765	aa6eddbaa38f32dde9acfd6c83c191bcdd63a6b2a105e3fed7b0db19f55094f7	0;4;21;23;24;28;32;40;41;49;53;55;61;62;64;68;79;90;98;99
7	2	12	12	6	6	20	0.1765	0b854458b22d3f4e4fe62159c2f56e82a97919e7d741032956e81d452bdb070b	0;4;24;28;32;40;61;64;68;79;90;99
7	2	8	8	4	4	20	0.1765	0587e594c8bbc9485897a645542138a663e3aaddf3b02636f88ee329685b2cfd	4;28;32;40;64;79;90;99
7	3	60	60	28	32	19	0.1818	5c83ff9d559c1b05d814c25c5bfb2c51659ff2b3e3bf2252d7d42cafd2b85707	1;2;3;4;5;7;8;9;10;13;15;16;17;19;20;21;23;24;25;26;27;28;29;34;35;37;38;45;46;47;48;49;52;54;55;56;57;58;64;65;67;69;70;73;75;76;78;79;81;84;85;87;88;89;90;93;95;96;98;99
7	3	45	45	23	22	19	0.1818	f70211616bcd55c5dd03a2e192b8597851c49952a48a7c2c45122a05ac6ab428	1;2;4;7;8;9;13;15;16;17;19;21;23;25;26;27;29;35;38;45;48;49;52;54;55;56;57;58;64;65;67;69;70;75;76;78;79;84;85;87;88;89;95;98;99
7	3	30	30	15	15	19	0.1818	64040965c9b0392b0f51119a61e6638b33b2906aa9af0332bf885eb1d4272d7f	1;2;4;8;9;15;16;17;19;23;27;29;38;45;48;54;58;64;65;69;75;76;78;84;85;87;88;89;98;99
7	3	20	20	10	10	19	0.1818	a866378dbba8ecbfd9fe52e938593dfa21c8713bbacf6d60f81577ffd2148878	1;2;4;9;16;19;23;27;29;45;54;58;69;75;76;78;87;88;89;99
7	3	12	12	6	6	19	0.1818	c8e234d913a6a23c303ef84ef95178dcad6282c4bf71472333785d6cc1a44e9c	1;2;4;16;23;27;54;58;75;87;88;99
7	3	8	8	4	4	19	0.1818	51f26c3010af75bfc80de71049515dffd74dca76f6047652a8d82f666b6bb475	1;2;16;27;75;87;88;99
8	0	60	59	27	32	20	0.1429	ef03ecf943599f6f44f309858b19890653af91a4a54eb85ef7b4346c5021200a	0;1;3;4;5;7;10;13;14;17;19;20;21;23;24;25;26;27;28;29;32;34;35;37;38;40;41;42;45;47;48;49;52;54;55;56;57;59;65;66;67;68;69;70;75;76;78;79;81;84;85;87;88;89;90;96;97;98;99
8	0	45	45	23	22	20	0.1429	9ee1e88664aee421d5dede4a485f4cb04d5f4ba67a2d981079b3c534fb8d7db7	0;1;3;5;7;13;17;19;21;26;27;28;29;32;34;35;40;41;45;47;48;49;52;54;56;57;59;65;66;67;68;69;70;75;76;79;81;84;85;87;88;89;90;98;99
8	0	30	30	15	15	20	0.1429	b091277b4895eb9fd86226bb30742936ef01ab72ed7b86a0ac7f280eccee9124	1;7;13;17;21;28;32;34;35;40;41;45;47;48;49;54;59;66;67;68;69;75;76;79;81;84;87;88;98;99
8	0	20	20	10	10	20	0.1429	f5440719610d3ce9440c274213ac6fc68d3de7dd8ec167a63ef7115b39a1900d	13;17;21;28;32;34;45;47;48;49;54;68;69;75;76;79;81;84;87;98
8	0	12	12	6	6	20	0.1429	a53223c8c6aa91baddeef02a4858b2007123b1e20ed439e467f4f626d8d0a399	21;28;34;45;47;48;54;76;81;84;87;98
8	0	8	8	4	4	20	0.1429	d29aac7f295c174ca4cfaac524557411b547cf8f207af8ea219765037a012ff5	21;28;34;47;81;84;87;98
8	1	60	58	28	30	20	0.1765	a1de802d1ba028020af81031e4cdaefdc91e275d740a00dea3115bbd8970e4c5	0;2;3;4;5;6;7;8;9;13;15;16;20;22;23;25;27;28;29;31;32;35;40;41;42;44;45;46;48;49;53;54;55;56;58;61;62;64;65;66;67;68;70;73;74;76;78;79;80;81;84;87;88;90;93;95;97;98
8	1	45	45	22	23	20	0.1765	04e8784b95b561d4afc794b71deaa53acc21d61b1302ae1a799f2244ae8e9aca	0;4;5;6;7;13;15;16;20;22;23;25;27;28;29;31;35;40;41;42;46;48;49;53;54;55;56;61;64;65;66;67;73;74;76;79;80;81;84;87;88;90;93;97;98
8	1	30	30	15	15	20	0.1765	fd1175a605df87bfb5de8c831e13244029fc5e7c158c93f56fbf39f8791b44b5	4;5;7;13;15;16;22;25;27;29;31;35;42;48;49;54;55;56;61;64;65;67;74;76;81;84;90;93;97;98
8	1	20	20	10	10	20	0.1765	6ed86ea9e6ac8092ba914724c36896c597917b69ea9199713c6fe9d7c6ff9fed	4;5;13;15;22;25;31;35;42;48;54;55;56;61;65;74;84;90;93;97
8	1	12	12	6	6	20	0.1765	545d52db2d623cd7cfc6d18899a92dfb76f032d245745eb95e24fdb3ab0b05b3	4;5;15;22;31;48;54;56;65;74;90;93
8	1	8	8	4	4	20	0.1765	1bff60da070a1eab74fa5931c35337ae4376629b541af02365eb6e7056180940	4;5;15;31;56;74;90;93
8	2	60	59	28	31	20	0.0526	a310fcd2070b12cd28037fa756c3e24727ec431aba9e40368908f04fb99ba472	0;1;2;3;5;6;8;9;10;14;15;16;17;19;21;22;24;25;26;28;29;31;34;37;38;40;41;44;45;46;47;52;53;54;55;56;57;58;59;61;62;64;69;70;73;74;75;76;80;84;85;89;90;93;95;96;97;98;99
8	2	45	45	23	22	20	0.0526	c5577100a7508597fa4e9053ba4ee850d13ea87e7de1ea87687fc1ee8f6ae916	2;3;5;6;9;14;15;19;21;24;25;26;29;31;34;37;40;41;44;45;46;47;52;55;57;58;59;61;62;64;70;73;74;75;76;80;84;85;89;90;95;96;97;98;99
8	2	30	30	15	15	20	0.0526	441afdcd0c23cba7ba8865f4303fd6a3a5f24353cfd3b5bb7bcbbab2eb4a851c	2;3;5;6;14;15;19;21;24;26;29;40;44;45;47;52;57;58;59;64;70;75;76;80;89;90;95;96;97;99
8	2	20	20	10	10	20	0.0526	c491b06b35874aa04128f1ca6328bba6922862d4229b46bde96183eaef6b3076	3;5;6;14;15;29;40;44;45;47;57;59;64;70;75;89;90;95;97;99
8	2	12	12	6	6	20	0.0526	0e23a72f145f8c5437ff3d0018e339adf505d5ede076a963c5a8828f14d6d740	3;5;15;29;40;45;57;59;64;90;95;97
8	2	8	8	4	4	20	0.0526	ac63c07868db55bd5817387107c6e6c7189654b68290f1cac13ab43707036ce2	3;15;40;45;59;64;90;97
8	3	60	58	28	30	19	0.2188	0e47076eccb99a4e64a384aa19bea873e7a58850e300c0a8e85003ae4be1ff95	4;6;7;8;9;10;13;14;15;16;17;19;20;21;22;23;24;26;27;31;32;34;35;37;38;42;44;46;48;49;52;53;57;58;59;61;62;64;65;66;67;68;69;73;74;75;78;79;80;81;85;87;88;89;93;95;96;99
8	3	45	45	22	23	19	0.2188	0e973a1244169af7c9c49100473f507f0c7c07f91f22b7dbb2ccbbdaff09ccd6	4;6;7;8;9;13;14;15;16;17;19;20;21;22;23;27;31;32;34;38;42;44;48;53;59;61;62;64;65;66;67;68;73;74;78;80;81;85;87;88;89;93;95;96;99
8	3	30	30	15	15	19	0.2188	48671b26760ed98c0a26b4380ad6bf86f34ce4e6c3bf125418098fe48e7cf56e	4;9;14;15;17;20;21;22;23;32;34;38;42;44;48;61;62;66;68;73;78;80;81;85;87;88;89;93;95;96
8	3	20	20	10	10	19	0.2188	00ef5f376c2d8400c2c2133a34d230d3281b0e495c2d8aefd7b4d8dcad86284b	4;9;14;15;20;22;34;38;44;48;62;66;68;73;80;81;87;89;93;96
8	3	12	12	6	6	19	0.2188	56b42c83ad4c3f43be2217cf74ba9daaadf0a049c5e72e3acf32c2591f29f406	14;15;20;22;34;44;66;68;81;87;89;93
8	3	8	8	4	4	19	0.2188	0e9ddf757e7d888e5987f0d043b83c4081f42152a7c02b398e16972a971a3db5	14;20;22;34;66;81;89;93
9	0	60	58	28	30	20	0.1765	62c5673a11ca4f0ab47e6ff2500a99b80e6663eb4915d1d825fd7c1b16527754	0;3;4;5;6;7;9;10;13;15;16;17;19;20;21;22;23;25;26;28;29;34;35;37;41;42;44;47;48;49;53;55;57;58;59;61;62;64;65;67;68;69;70;73;74;75;76;78;80;87;89;90;93;95;96;97;98;99
9	0	45	45	22	23	20	0.1765	c8bb7ece2a2aae9f6bd0fbf4dd2269ec177379c49639d51d1acde8e3169676b8	0;3;5;7;9;10;13;16;17;19;20;21;22;23;25;26;28;29;35;41;44;48;49;55;58;59;61;67;68;69;70;73;74;75;76;78;80;87;89;90;93;95;96;98;99
9	0	30	30	15	15	20	0.1765	550d5c3a5a99de6b5e2a1305f675f27048ed11ea349fc0753edfcd0ffc86d31a	3;5;7;13;16;17;20;22;23;25;26;28;41;48;49;55;59;61;67;70;73;74;75;76;78;80;87;89;93;95
9	0	20	20	10	10	20	0.1765	332140038be6f33b7c374d5fe735cf890cc7f5a561d7950ae6e9d781558fe8b9	3;5;13;17;22;23;25;26;28;41;59;61;67;75;76;78;87;89;93;95
9	0	12	12	6	6	20	0.1765	2e17e75a77475b02f576fccc6bbf8d65605eda6702944d67b45163223054c9d2	3;5;17;22;23;28;59;61;76;89;93;95
9	0	8	8	4	4	20	0.1765	08f4b600ccc89856a411cbf7800e61ff00cb936dbf595bbd897c921fbe7aa975	17;22;23;28;59;76;89;95
9	1	60	59	28	31	20	0.0811	ce9d0d977c54f663d570547c75454580b37d72cb10bfb53eaa86cdd7c9ed44e6	0;1;2;3;4;6;8;9;13;14;17;22;24;26;27;28;29;31;32;34;35;37;38;40;41;42;44;45;46;47;49;52;53;54;55;56;57;58;59;61;64;66;67;68;69;74;76;79;80;81;84;85;87;88;89;90;96;97;99
9	1	45	45	23	22	20	0.0811	941a440b10813bb06f10aa7b54fc9936cd948f2918ad841ba6089f22b5d0477f	0;2;3;6;8;9;13;14;17;24;28;29;31;32;35;38;40;41;42;45;47;49;52;53;54;55;56;57;58;59;61;66;67;69;74;76;79;80;81;84;87;88;96;97;99
9	1	30	30	15	15	20	0.0811	81fb47d2e948379a37ce7e11eec14a210256f6041464ac5cb9ee7ca2a7f56e6f	6;8;9;14;24;28;31;32;35;38;40;41;42;45;47;52;53;56;57;61;69;74;76;79;80;84;87;88;96;97
9	1	20	20	10	10	20	0.0811	878de25848e07b71c7d6b1f9838d4ad5f6492c7eeb33db5135106a24b2bb1927	6;14;24;28;31;32;35;40;41;42;52;53;56;57;61;69;74;79;84;96
9	1	12	12	6	6	20	0.0811	6596380a925c179964bdbee7acd4d7d2217c38cc18df377211f8365906a73bce	14;28;31;32;35;40;52;57;69;79;84;96
9	1	8	8	4	4	20	0.0811	dd2fc751d5b357217de721dbaffc4f68df8004172fb81aac4211b8d319d94309	28;31;35;40;57;79;84;96
9	2	60	57	27	30	20	0.1765	804f8fd508defbcd7eb79680ca5bfb0c5bdf147672703e315759ea72516da97d	0;1;3;4;5;6;7;8;10;14;15;16;17;19;20;21;23;25;26;27;31;32;35;37;38;40;42;45;46;48;52;53;54;56;57;58;59;61;62;65;66;70;73;74;75;78;79;81;84;85;88;89;93;95;97;98;99
9	2	45	45	22	23	20	0.1765	608beb313117109f10a2ecfde99649a1c6c4a7c0bd9031e4f2324be8dcd888b9	0;1;3;4;5;6;7;8;16;17;19;20;21;23;25;27;31;32;37;42;45;46;48;52;54;56;58;59;62;65;66;70;73;74;78;79;81;84;85;88;89;93;97;98;99
9	2	30	30	15	15	20	0.1765	b1e12994c9c044a3294d2dd8cc37fed7ea9082a26bb06d65f73753e4bbc18e5e	0;1;3;4;6;7;16;20;21;27;31;32;37;45;46;52;54;58;59;65;66;70;74;78;79;81;85;88;98;99
9	2	20	20	10	10	20	0.1765	aad3835aba40b3067091a7c2ea3446874fae21d893876d9082082fe61f803b36	0;1;6;16;21;27;31;32;45;46;52;54;58;59;65;70;74;78;81;88
9	2	12	12	6	6	20	0.1765	ece7f57703588bb2d1a5d37b5c5e05117d2bd4a90de545d31438023481f2c2f9	0;1;6;27;31;32;54;58;74;78;81;88
9	2	8	8	4	4	20	0.1765	fd9ba861a35b78fee875a3d858c1c0a2bfa1363e56dae6bf05288f02a7e2f6a5	0;1;27;31;58;74;81;88
9	3	60	60	28	32	19	0.1471	f2fca631af94fe9197365e5c75fd7aa7306ab7f54659d060b0acd1c4d624d38e	1;2;5;7;8;9;10;13;14;15;16;19;20;21;22;23;24;25;27;28;29;31;32;34;38;40;41;44;45;46;48;49;52;54;55;56;62;64;65;66;67;68;69;70;73;75;76;78;79;80;81;84;85;87;88;90;93;95;96;98
9	3	45	45	23	22	19	0.1471	2ca9ca1d0b0448bcc4d148774519032ebcd6adf84bce680464b6c5a5136aeeb2	1;2;5;7;9;10;13;14;15;16;20;21;22;24;25;28;29;31;32;38;40;44;54;55;56;65;66;67;68;70;73;75;76;79;80;81;84;85;87;88;90;93;95;96;98
9	3	30	30	15	15	19	0.1471	1ca502ea7a93f22e3256ab52c7dc7370543bab0e1443ca6af934b943a908d0ac	1;2;5;10;13;14;15;16;20;24;25;28;29;31;40;54;55;56;65;66;67;68;70;73;75;79;84;88;90;93
9	3	20	20	10	10	19	0.1471	befc714a574be37fa65d74f7cd2ed9bf47aa96f8694fa3df616aa07ca6fa1325	1;2;5;10;14;15;16;20;24;40;54;55;56;65;67;68;70;73;79;93
9	3	12	12	6	6	19	0.1471	13a9063ecf3f9d4c925b4b8dc98c4a2c0798dc25a6f6c0fdb145510b6075f1b7	1;2;5;14;20;40;54;56;68;70;73;79
9	3	8	8	4	4	19	0.1471	d7d97f687495e62a3b40a3859cf5b6be83932871da728bc6fa3fb6a61d5b19c2	1;5;14;40;56;68;70;79
10	0	60	59	28	31	20	0.1111	20dbbcf715df5a45975047c10dac4b68e4666fab31f53c220a060dd9fc672847	2;4;5;6;7;9;10;13;14;15;16;17;19;20;21;22;23;24;25;26;29;31;32;35;37;40;42;44;46;48;49;53;55;56;57;58;61;62;65;67;68;69;70;74;75;76;78;79;80;84;85;87;88;89;93;95;96;97;98
10	0	45	45	23	22	20	0.1111	8a531ec0f9930d91b95bd0f172d70bc5f33abec54247cbe972237ebdf698e547	2;5;9;13;15;16;17;19;20;21;22;23;24;26;32;35;37;42;44;46;48;49;53;55;56;57;58;61;62;65;68;69;70;74;75;76;78;79;80;84;89;93;96;97;98
10	0	30	30	15	15	20	0.1111	cad8d2c58b1ae841a3bcc23844861635412e3601d2404edaecb1a2887c28647b	2;5;9;15;19;22;23;24;26;35;37;42;44;48;49;53;55;57;58;62;65;68;69;70;74;76;79;80;89;96
10	0	20	20	10	10	20	0.1111	e09037aac7e86f56cd3249e8678bbe8a64bdebe4da97cd9a2c86ce6c2823133a	2;9;15;22;26;35;42;44;48;49;55;58;62;65;68;69;74;76;89;96
10	0	12	12	6	6	20	0.1111	168467b13bf36a38637b277275a8d98380d4bb99b2119f0cf3b9b8a6a0af9429	26;35;42;44;48;49;62;68;69;76;89;96
10	0	8	8	4	4	20	0.1111	944e3674077bb44909de0aec67700ee5557ccce2fc2811481e1b4ca1a58b6883	35;42;44;48;62;69;76;89
10	1	60	58	28	30	20	0.1429	ad95bedfbd529c93e9ce3e044f3a1fc24ecce8570c676450eee5a0897c66c0c7	0;1;2;3;5;6;8;13;14;16;17;20;21;22;23;24;25;26;27;28;31;32;34;37;40;41;42;45;47;48;52;53;54;55;58;59;61;62;64;65;66;67;68;69;73;75;76;79;80;81;84;87;89;90;93;95;98;99
10	1	45	45	22	23	20	0.1429	efed77dbd3e5aeab822344bb0267eeda583d8d4d769313add11dc289282bf89e	0;1;5;6;8;14;16;17;20;22;24;25;26;27;28;32;34;37;40;41;45;47;48;52;53;54;55;58;59;64;68;73;75;76;79;80;81;84;87;89;90;93;95;98;99
10	1	30	30	15	15	20	0.1429	5293be45fdeabced6b98235a5a14a46bb322627cd1da5fbb22d3e4d887cc2e63	1;5;6;8;14;20;22;24;26;27;34;40;45;47;48;52;53;54;58;59;68;73;75;79;81;87;90;93;95;98
10	1	20	20	10	10	20	0.1429	a22fb71351c8162f130ef7db1540f08ae7a8a68ea3b5030413cc1c3228712cde	5;8;14;20;22;26;27;34;45;47;53;58;59;75;79;81;87;90;95;98
10	1	12	12	6	6	20	0.1429	e0a590d6809c539b3e7c10596716083d0c6d7d041e0b21b1f59dacabc3f3aa89	20;22;26;34;45;47;59;75;79;87;90;95
10	1	8	8	4	4	20	0.1429	4193efe757214293d03d248f8db15d59347ec4227927d673c92e68033c19b3b5	20;22;45;47;75;79;87;90
10	2	60	59	27	32	20	0.1765	38f1fa038cfde6ec7e235d82b09a7ec0bf185b58f9ed9f0fbf543ca492c8aefd	0;1;3;4;5;7;8;9;10;15;17;19;22;23;25;26;27;28;29;32;34;35;37;38;41;42;44;45;46;47;48;49;52;54;55;56;57;59;61;64;65;66;67;69;70;73;74;78;81;84;85;87;88;90;93;95;96;97;99
10	2	45	45	23	22	20	0.1765	56584144460e2f45ad84ed1c205e04e61455bbfb89069102c5c3405b5ed5fca1	0;1;3;4;7;8;10;15;25;26;29;32;34;35;37;38;41;42;44;47;48;49;54;55;57;59;61;64;65;67;69;70;73;74;78;81;84;85;87;88;90;93;95;96;97
